,rfc,logit,gbc,keras_ann,sk_ann
Employment_Length:5 years,-0.36389100837580285,-0.27840553335631146,0.21232701613002583,-0.008065358494160475,1.2959821338825974
Employment_Length:6 years,1.7201888311181075,0.1306540629669785,5.63190816509666,0.019044464797831003,1.9785171595582152
Employment_Length:7 years,0.262831920770488,-0.13715130996652414,0.021200780271167976,-0.01115784025726584,0.437697870896739
Employment_Length:8 years,-0.8018127364116865,-0.5676083020753523,-0.062124854437895734,0.06177688361184757,-0.8263101041702317
Employment_Length:9 years,-0.01604076175169413,0.08692066991210508,-0.25300241176039995,0.0342166739845086,0.34884269145200153
Employment_Length:< 1 year,4.690756057532598,-0.29776543781736525,-0.7856151682659467,0.07402245502421254,10.275444682221112
Employment_Length:unknown,-4.810463561536561,-3.5680814779287653,-14.110658648834827,-0.010322569572444758,-2.752571532751746
Home_Ownership:ANY,0.0033665582158541457,-0.07745916337776566,0.5273555518847419,0.009934236885079738,0.040019216934293715
Home_Ownership:MORTGAGE,11.49482082981019,-24.592752765258144,0.2318121609649351,0.3724317868958361,13.05994729360036
Home_Ownership:OWN,0.26286942044124495,-10.100196565029453,5.798089765294786,0.06085200323175771,-2.9646150060550607
Home_Ownership:RENT,2.594105778797997,-37.09808251479653,-0.6043780266851885,-0.3457458537528144,7.846629761996265
Loan_Title:Business,-0.11656489889769045,-0.12305562036615653,-0.7573621487615193,0.08472682713143154,-0.30665833538316795
Loan_Title:Car financing,0.08656157862642055,0.15031626445684335,2.4095134209789553,0.015508526710049823,0.9199525531963884
Loan_Title:Credit card refinancing,18.440749189919647,0.08683045937886341,1.092923967392273,0.28025164702913163,23.638233722782118
Loan_Title:Debt consolidation,-6.449602794266062,0.5679278954947211,-0.704330360516182,0.4176942097357804,-17.515623338584664
Loan_Title:Green loan,0.0,0.0,-0.015217925516527167,0.0,0.0
Loan_Title:Home buying,-0.3432069965049608,-0.03416676361004711,0.17180507939648113,0.03459213944271433,-1.2415936513869281
Loan_Title:Home improvement,-0.5730186191738991,-1.8006199039056832,-10.54596226630127,0.0010795610552647474,-5.57762252526081
Loan_Title:Major purchase,-0.472329806805797,-0.6842472996244164,1.6925414171463526,-0.006574984738504161,-2.85575506696815
Loan_Title:Medical expenses,-0.5677907038552725,-1.1371978282337614,-1.0019149369002307,0.018939028120271713,-6.615941174419358
Loan_Title:Moving and relocation,-0.575219022806407,-0.6468826045372373,-1.0588809781693271,0.008610512572717013,-1.4662286434540934
Loan_Title:Other,-4.626061667029759,0.005824716147402341,-0.38997453083040956,0.020670267545989298,-2.850591028324991
Loan_Title:Vacation,-0.05876423769448481,0.1300498321266996,0.7549341468401181,-0.0037392625936068513,0.09770362232003937
loan_amnt,-7.487569521424745,-0.2559321952212344,5.2934164522150295,194.74956759354598,-191.871367411982
int_rate,103.21002300061902,-433.9419639369362,1027.0176337291668,-3.4546271316045987,-113.48738022411872
installment,36.265041671830566,-0.6456582119801988,226.24624256187175,426.43394738685595,-199.52040305636916
annual_inc,-11.633170297517225,-0.9755669210314925,-83.02400724321915,66.85582155338996,-150.57438597799666
inq_last_6mths,-6.214709978502813,-0.7273786044953171,-11.821120107269163,-0.16553180943086648,-21.360649597403576
revol_bal,2.57451250321707,-0.5962272025120214,6.219729321488454,-23.083056369393294,-34.700084668175926
total_pymnt,-159.19235838708968,-38.36245210308046,216.58226105753437,432.02661309622124,-153.5846815773443
total_rec_late_fee,-53.005613809945686,-26.67803847878035,-24.385941177515416,-12.261350865654729,-87.00312581196998
last_pymnt_amnt,-11.240462972709343,17.834345518339443,220.5615494602555,441.9920274611121,-79.30107092091923
acc_open_past_24mths,-4.821860303134519,-3.8710979471886677,-10.750405559582072,-2.697665234917146,-56.57687136566358
delinq_amnt,0.0,-0.05374040418438619,-0.052941924786522945,-0.04912259149793203,-0.3228006453796156
tax_liens,-0.00224717890190927,0.0,0.0036762436521491637,0.008004413150820427,-0.17896116926867925
tot_hi_cred_lim,-14.286113281279837,-2.08955524800231,-51.990004092766824,53.683816405576096,-212.0651284280223
total_bal_ex_mort,8.243416793619096,-2.379346821459653,48.975214072408356,78.63356382829721,-47.79201278228182
total_bc_limit,-12.070607054347313,-0.44008576092786394,-7.744312257855626,29.50713393600469,-262.87619591170846
total_il_high_credit_limit,-7.608145889262076,3.3265628099922324,-79.07417574277642,0.3333191411507068,-288.57294771003325
