Term: 36 months,-11.084660139654321
Term: 60 months,-11.595847862941003
Loan_Grade:A,16.278855287596695
Loan_Grade:B,6.498549038752974
Loan_Grade:C,-2.39898172444334
Loan_Grade:D,-15.233183722433113
Loan_Grade:E,-2.763086843546603
Loan_Grade:F,-2.146388663242465
Loan_Grade:G,-0.5071907849098487
Loan_SubGrade:A1,2.5416628564723407
Loan_SubGrade:A2,2.6693572621146093
Loan_SubGrade:A3,1.4941933348653578
Loan_SubGrade:A4,4.139916889779075
Loan_SubGrade:A5,2.9630344435955944
Loan_SubGrade:B1,1.1089180725559054
Loan_SubGrade:B2,2.2338351686984472
Loan_SubGrade:B3,0.3612607344338653
Loan_SubGrade:B4,2.3319805291822715
Loan_SubGrade:B5,-0.095415332192133
Loan_SubGrade:C1,0.9104302725667319
Loan_SubGrade:C2,0.32756868660890504
Loan_SubGrade:C3,-0.08370804921241917
Loan_SubGrade:C4,-1.2322494856472834
Loan_SubGrade:C5,-2.4892530761001668
Loan_SubGrade:D1,-2.20293660791836
Loan_SubGrade:D2,-1.7048418005858166
Loan_SubGrade:D3,-0.7741356580703995
Loan_SubGrade:D4,-2.256728904715541
Loan_SubGrade:D5,-5.664072859280248
Loan_SubGrade:E1,1.711066558173237
Loan_SubGrade:E2,-0.14248879672731327
Loan_SubGrade:E3,-0.5660239673418505
Loan_SubGrade:E4,-0.40492299103123286
Loan_SubGrade:E5,-2.3361557984213603
Loan_SubGrade:F1,-0.7031702103655155
Loan_SubGrade:F2,-0.37862674313106276
Loan_SubGrade:F3,-0.04536888122496355
Loan_SubGrade:F4,-0.08206291443154017
Loan_SubGrade:F5,-0.0432167484144447
Loan_SubGrade:G1,-0.21750337066814748
Loan_SubGrade:G2,-0.012112726096320178
Loan_SubGrade:G3,0.0
Loan_SubGrade:G4,0.0
Loan_SubGrade:G5,0.0
Employment_Length:1 year,1.6245602397171497
Employment_Length:10+ years,-0.670109406390269
Employment_Length:2 years,2.6679438770695
Employment_Length:3 years,1.1243159221811456
Employment_Length:4 years,-0.825468113180855
Employment_Length:5 years,0.22891022986138196
Employment_Length:6 years,0.7064883458202725
Employment_Length:7 years,0.23445677165787893
Employment_Length:8 years,-0.147030738757512
Employment_Length:9 years,0.23962534472160035
Employment_Length:< 1 year,4.135938332321806
Employment_Length:nan,-1.312687548359458
Home_Ownership:ANY,0.03442956382942633
Home_Ownership:MORTGAGE,4.99036565703146
Home_Ownership:OWN,-1.3115440382170396
Home_Ownership:RENT,3.5210597394076197
Loan_Title:Business,-0.22743805256165428
Loan_Title:Car financing,0.2896644677594994
Loan_Title:Credit card refinancing,9.750385933579825
Loan_Title:Debt consolidation,-9.109300392002764
Loan_Title:Green loan,0.0
Loan_Title:Home buying,-0.33796452948521116
Loan_Title:Home improvement,-2.5004160139956206
Loan_Title:Major purchase,-1.362252913888432
Loan_Title:Medical expenses,-1.4773730654970785
Loan_Title:Moving and relocation,-0.5327413223960668
Loan_Title:Other,-1.7516916983625825
Loan_Title:Vacation,-0.027126309624304026
loan_amnt,-290.09910814982555
int_rate,-30.88046582391029
installment,-73.87031782649422
annual_inc,-108.92910307953807
inq_last_6mths,-9.2568690241071
revol_bal,-71.83623334080724
total_pymnt,-441.26901833076585
total_rec_late_fee,-108.88483902527999
last_pymnt_amnt,-174.41210947534046
acc_open_past_24mths,-12.833838987333795
delinq_amnt,-0.48118988403805163
tax_liens,-0.01574288255377415
tot_hi_cred_lim,-85.45233665785123
total_bal_ex_mort,-37.81899940561315
total_bc_limit,-70.44095687600652
total_il_high_credit_limit,-120.30089689513291
