,rfc,logit,gbc,keras_ann,sk_ann
Employment_Length:8 years,0.8080861394949826,0.6466091487426295,0.30501778408144137,0.1957749692400339,0.4492928852815513
Employment_Length:9 years,0.2842059145035886,0.09918959166481141,0.35287845260112444,0.16031202067465955,0.487437099201609
Employment_Length:< 1 year,4.812332781707682,0.6313484148568442,1.1083614071819066,0.8802944964163729,4.438775852830724
Employment_Length:nan,4.852144094464848,3.6187588577404637,14.169768968497952,0.6157703412697846,2.262296021474882
Home_Ownership:ANY,0.003345441444099319,0.0690257000598444,0.5278385595172815,0.008004530509454552,0.03442956382942633
Home_Ownership:MORTGAGE,12.939992367762754,24.73999441658701,1.2259097541278507,2.6369873980489067,8.427236059428502
Home_Ownership:OWN,2.370603371868231,10.172952821713052,5.99957995430122,0.6224729699932708,2.3778498271864534
Home_Ownership:RENT,5.31700905093802,37.468993062351906,1.7130760447615754,3.008234072235132,8.603770117897298
Loan_Title:Business,0.23894370085601166,0.12043451706943126,0.7298578035348091,0.09027328959769397,0.3521516684565525
Loan_Title:Car financing,0.23068495182857085,0.16230561624101672,2.4498460534069655,0.05016705709510367,0.39791624121409985
Loan_Title:Credit card refinancing,18.358477799487805,0.8653828669066231,1.9166054519218632,1.5260792410590365,10.204105705752085
Loan_Title:Debt consolidation,7.219048151265946,1.9254262989668856,2.2614325257499654,3.2389582082141652,12.447122965257654
Loan_Title:Green loan,0.0,0.0,0.015563430114385525,0.0,0.0
Loan_Title:Home buying,0.34491093910300963,0.0507870013580167,0.23900085447408717,0.11573781601431946,0.36513061426660287
Loan_Title:Home improvement,1.043848148634596,1.8287923368409817,10.505375951245954,0.5483815041320261,2.7764403090485312
Loan_Title:Major purchase,0.5907859619620554,0.5429566060559842,1.6826770472127237,0.33510066823585605,1.4129047460001987
Loan_Title:Medical expenses,0.5896972636646866,1.0856774547398158,1.0078077543022304,0.06931344770038342,1.496881687454584
Loan_Title:Moving and relocation,0.5547224788495329,0.5630945481000058,1.0632159741039682,0.06038425251594519,0.5327413223960668
Loan_Title:Other,4.7489351935821125,0.3940279627323842,0.43497712589751597,0.6342398730601234,2.3055733575252533
Loan_Title:Vacation,0.16286697418358942,0.12049397372757814,0.7381680235412506,0.008695842188040655,0.0865323120507731
loan_amnt,118.62631947096808,10.985384190724835,69.27233044891194,288.71535584716725,588.5994396394424
int_rate,203.0879580400205,1578.9956050906208,1141.5603746696747,43.008997472427396,69.17543159711391
installment,144.58004104065716,4.991182394210765,279.20722536986705,476.0680666303287,341.62596181608535
annual_inc,45.26628257940415,4.526441982890043,103.40775530320093,110.91268826971847,159.4732741565243
inq_last_6mths,8.156392635824872,2.1715849841462336,14.324960082354083,2.7885623553939296,11.555020185521304
revol_bal,26.7219073764494,5.415086928132803,54.2394842166555,57.75876247785336,145.4324766641005
total_pymnt,762.4422883421114,121.12757569209478,716.9213182329435,1654.606906946347,1490.0510747394924
total_rec_late_fee,52.975643830504076,27.05185003730266,24.30070297681553,13.691812199760045,108.88483902527999
last_pymnt_amnt,227.01435164686376,42.333864972359144,543.8092581906977,590.3017004245602,735.0571013285223
acc_open_past_24mths,44.89762132324916,7.023227807223802,51.83616633338832,17.128352060776884,36.07219238373252
delinq_amnt,0.0,0.050328520183568815,0.05311038190711959,0.0637471808952102,0.48118988403805163
tax_liens,0.004376013541528622,0.0,0.014281929209934052,0.0212343437840668,0.01574288255377415
tot_hi_cred_lim,24.634576865104318,5.47432920348342,80.852252592738,257.7788727089719,268.0063661763665
total_bal_ex_mort,31.275860014685488,5.296165545344818,95.31996786747897,181.9493264260087,217.43256145233985
total_bc_limit,46.238336571069325,4.62779663224209,43.978485288759096,123.49482223764738,246.88263124908485
total_il_high_credit_limit,20.876326868607222,11.009587059415484,89.27142462550904,138.0271104417641,196.35384469786726
